DEVICE_ID|DEVICE_HOSTNAME|DEVICE_IP_STRING|DEVICE_SOURCE_ID|DEVICE_SOURCE_OS_NAME|ORG_L1_ID|ORG_ID|ORG_SOURCE_ID|SOURCE_DEV_ID|SOURCE_DEV_CUST_DEVICE_NAME|SOURCE_DEV_MACHINE_HOST_NAME|SOURCE_DEV_MACHINE_PLATFORM|SOURCE_DEV_CUST_ID|SOURCE_DEV_STATUS|SOURCE_DEV_SERVICE_NAME|SOURCE_DEV_MANUFACTURER|SOURCE_DEV_SOFTWARE_VERSION|SOURCE_DEV_SENSOR_TYPE|SOURCE_DEV_PRIMARY_FUNCTION|SOURCE_DEV_PRIMARY_APPLICATION|SOURCE_DEV_IDS_CONFIG_TYPE|SOURCE_DEV_NETWORK_SEG_TYPE|SOURCE_DEV_INLINE_APPLIANCE_MODE|SOURCE_DEV_STACKED_FLAG|SOURCE_DEV_MANAGED_BY|SOURCE_DEV_MONITORED_BY|SOURCE_DEV_CLUSTER_FW_NAME|SOURCE_DEV_IDS_CONFIG_TYPE2|SOURCE_DEV_FW_TYPE_AND_VER|SOURCE_DEV_DEFAULT_GATEWAY|SOURCE_DEV_IP_EXT_STRING|SOURCE_DEV_OS_NAME|SOURCE_DEV_NLR_THRESHOLD|SOURCE_DEV_POLL_PERIOD|SOURCE_DEV_SITE_NAME|SOURCE_DEV_SITE_ID|SOURCE_DEV_DATA_RETENTION_PERIOD|SOURCE_DEV_INDEX_RETENTION_PERIOD|SOURCE_DEV_TIMEZONE|SOURCE_CUST_ID|SOURCE_CUST_NAME|SOURCE_CUST_PARTNER_ID|SOURCE_CUST_PARTNER_NAME|SOURCE_CUST_CATEGORY|SOURCE_CUST_INDUSTRY|SOURCE_CUST_REGULATED|SOURCE_CUST_MIDS|SOURCE_CUST_NUM_IDS|SOURCE_CUST_MPS|SOURCE_CUST_MFS|SOURCE_CUST_NUM_FW|SOURCE_CUST_SELM|SOURCE_CUST_VMS|SOURCE_CUST_NUM_EXT_IP|SOURCE_CUST_NUM_INT_IP|SOURCE_CUST_NUM_SCANNERS|SOURCE_CUST_LMS|SOURCE_CUST_EAM|SOURCE_CUST_NUM_DEVICES|SOURCE_CUST_THIRD_PARTY|SOURCE_CUST_SERVICE_NAME|SOURCE_CUST_SIA|SOURCE_CUST_SIA_NAME|SOURCE_CUST_PCI_DSS|SOURCE_CUST_HIPAA|SOURCE_CUST_GLBA|SOURCE_CUST_MRR|SOURCE_CUST_STATUS|INDUSTRY_ID|IND_SECTION_CD|IND_SECTION_NAME|IND_SECTION_SHORT_NAME|IND_DIVISION_CD|IND_DIVISION_NAME|IND_DIVISION_SHORT_NAME|CONS_DB_IP_STRING|CONS_DB_HOSTNAME|FW_DB_IP_STRING|FW_DB_HOSTNAME|LMS_AGG_IP_STRING|LMS_AGG_HOSTNAME
|bdc-gaim002|143.5.20.92|S00000007009620|windows nt|8578|8578|CIDD706225|S00000007009620|bdc-gaim002|bdc-gaim002|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim003|143.5.20.93|S00000007009621|windows nt|8578|8578|CIDD706225|S00000007009621|bdc-gaim003|bdc-gaim003|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim004|143.5.20.94|S00000007009622|windows nt|8578|8578|CIDD706225|S00000007009622|bdc-gaim004|bdc-gaim004|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim005|143.5.20.95|S00000007009623|windows nt|8578|8578|CIDD706225|S00000007009623|bdc-gaim005|bdc-gaim005|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim006|143.5.21.254|S00000007011580|windows nt|8578|8578|CIDD706225|S00000007011580|bdc-gaim006|bdc-gaim006|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim007|155.125.75.67|S00000007011581|windows 2000 server|8578|8578|CIDD706225|S00000007011581|bdc-gaim007|bdc-gaim007|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim009|143.22.208.7|S00000007019630|windows 2003|8578|8578|CIDD706225|S00000007019630|bdc-gaim009|bdc-gaim009|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim009|143.22.208.7|SA0000000726371|windows nt|8578|8578|CIDD706225|SA0000000726371|bdc-gaim009|bdc-gaim009|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim009|143.22.208.7|SA0000000726372|windows nt|8578|8578|CIDD706225|SA0000000726372|bdc-gaim009|bdc-gaim009|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim009|143.22.208.7|SA0000000727144|windows 2003|8578|8578|CIDD706225|SA0000000727144|bdc-gaim009|bdc-gaim009|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim010|143.22.208.8|S00000007019631|windows 2003|8578|8578|CIDD706225|S00000007019631|bdc-gaim010|bdc-gaim010|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim010|143.22.208.8|SA0000000726375|windows nt|8578|8578|CIDD706225|SA0000000726375|bdc-gaim010|bdc-gaim010|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaim010|143.22.208.8|SA0000000727145|windows 2003|8578|8578|CIDD706225|SA0000000727145|bdc-gaim010|bdc-gaim010|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims100|192.44.195.53|P00000008033772|windows 2003|8578|8578|CIDD706225|P00000008033772|bdc-gaims100|bdc-gaims100|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims101|192.44.195.39|P00000008033753|windows 2003|8578|8578|CIDD706225|P00000008033753|bdc-gaims101|bdc-gaims101|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims103|192.44.195.151|SA0000000742410|windows 2003|8578|8578|CIDD706225|SA0000000742410|bdc-gaims103|bdc-gaims103|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims104|192.44.195.156|SA0000000742411|windows 2003|8578|8578|CIDD706225|SA0000000742411|bdc-gaims104|bdc-gaims104|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims105|192.44.195.153|SA0000000742412|windows 2003|8578|8578|CIDD706225|SA0000000742412|bdc-gaims105|bdc-gaims105|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims106|192.44.195.158|SA0000000742413|windows 2003|8578|8578|CIDD706225|SA0000000742413|bdc-gaims106|bdc-gaims106|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims107|192.44.195.149|SA0000000742414|windows 2003|8578|8578|CIDD706225|SA0000000742414|bdc-gaims107|bdc-gaims107|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims109|192.44.195.19|P00000008033754|windows 2003|8578|8578|CIDD706225|P00000008033754|bdc-gaims109|bdc-gaims109|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims200|192.44.195.143|SA0000000742120|windows 2003|8578|8578|CIDD706225|SA0000000742120|bdc-gaims200|bdc-gaims200|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gaims201|192.44.195.144|SA0000000742121|windows 2003|8578|8578|CIDD706225|SA0000000742121|bdc-gaims201|bdc-gaims201|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gams001|143.5.21.34|D00000008006227|windows 2000 server|8578|8578|CIDD706225|D00000008006227|bdc-gams001|bdc-gams001|Generic HP Server|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gbs001|143.5.5.13|P00000008036228|windows 2003|8578|8578|CIDD706225|P00000008036228|bdc-gbs001|bdc-gbs001|Generic HP Server|CIDD706225|deployment_in_progress|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gcnadev003|155.125.115.212|SA0000000726078|windows 2003|8578|8578|CIDD706225|SA0000000726078|bdc-gcnadev003|bdc-gcnadev003|Generic Intel|CIDD706225|deployment_complete|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gcs001|143.5.4.107|D00000008006228|windows nt|8578|8578|CIDD706225|D00000008006228|bdc-gcs001|bdc-gcs001|Intel 450 Mhz|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gds001|155.125.115.38|D00000008006025|windows nt|8578|8578|CIDD706225|D00000008006025|bdc-gds001.na.pg.com|bdc-gds001|Intel 450 Mhz|CIDD706225|deployment_in_progress|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gds001|155.125.81.105|S00000007009624|windows nt|8578|8578|CIDD706225|S00000007009624|bdc-gds001|bdc-gds001|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gds002|143.5.21.71|S00000007009849|windows nt|8578|8578|CIDD706225|S00000007009849|bdc-gds002|bdc-gds002|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gds002|143.5.21.71|S00000007019632|windows nt|8578|8578|CIDD706225|S00000007019632|bdc-gds002|bdc-gds002|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gds002|143.5.21.71|SA0000000726713|windows nt|8578|8578|CIDD706225|SA0000000726713|bdc-gds002|bdc-gds002|Generic Intel|CIDD706225|deployment_in_progress|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gds004|155.125.81.104|D00000008008635|windows nt|8578|8578|CIDD706225|D00000008008635|bdc-gds004|bdc-gds004|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gds004|155.125.81.104|S00000007019633|windows nt|8578|8578|CIDD706225|S00000007019633|bdc-gds004|bdc-gds004|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bdc-gds004|155.125.81.104|SA0000000726904|windows nt|8578|8578|CIDD706225|SA0000000726904|bdc-gds004|bdc-gds004|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
